   Compiling api v0.4.4 (/home/sat/projects/decent-cloud/api)
    Finished `test` profile [unoptimized + debuginfo] target(s) in 21.24s
────────────
 Nextest run ID 6a146825-66bd-4484-b7e9-179891253674 with nextest profile: default
    Starting 1486 tests across 20 binaries
        PASS [   0.014s] (   1/1486) api chatwoot::tests::test_account_id_parse_invalid
        PASS [   0.015s] (   2/1486) api chatwoot::hmac::tests::test_identity_hash_different_secrets
        PASS [   0.014s] (   3/1486) api chatwoot::tests::test_articles_list_response_deserialize
        PASS [   0.014s] (   4/1486) api chatwoot::integration::tests::test_generate_secure_password_meets_requirements
        PASS [   0.014s] (   5/1486) api chatwoot::tests::test_help_center_article_clone_and_eq
        PASS [   0.015s] (   6/1486) api chatwoot::tests::test_create_article_response_deserialize
        PASS [   0.015s] (   7/1486) api chatwoot::integration::tests::test_generate_secure_password_is_random
        PASS [   0.015s] (   8/1486) api chatwoot::hmac::tests::test_generate_identity_hash
        PASS [   0.015s] (   9/1486) api chatwoot::tests::test_chatwoot_client_from_env_missing_vars
        PASS [   0.016s] (  10/1486) api chatwoot::integration::tests::test_generate_portal_slug_long_name
        PASS [   0.016s] (  11/1486) api chatwoot::hmac::tests::test_identity_hash_different_inputs
        PASS [   0.016s] (  12/1486) api chatwoot::hmac::tests::test_identity_hash_deterministic
        PASS [   0.018s] (  13/1486) api chatwoot::integration::tests::test_generate_portal_slug_special_chars
        PASS [   0.018s] (  14/1486) api chatwoot::tests::test_create_article_request_serialize
        PASS [   0.022s] (  15/1486) api chatwoot::integration::tests::test_generate_portal_slug_basic
        PASS [   0.015s] (  16/1486) api chatwoot::tests::test_profile_response_deserialize
        PASS [   0.015s] (  17/1486) api chatwoot::tests::test_portals_response_empty
        PASS [   0.017s] (  18/1486) api chatwoot::tests::test_help_center_article_serialize
        PASS [   0.017s] (  19/1486) api chatwoot::tests::test_platform_client_is_configured
        PASS [   0.017s] (  20/1486) api chatwoot::tests::test_platform_client_from_env_missing_vars
        PASS [   0.017s] (  21/1486) api chatwoot::tests::test_portals_response_deserialize
        PASS [   0.016s] (  22/1486) api chatwoot::tests::test_update_article_request_serialize
        PASS [   0.018s] (  23/1486) api chatwoot::tests::test_help_center_article_deserialize
        PASS [   0.184s] (  24/1486) api chatwoot::tests::test_chatwoot_client_from_env_valid
        PASS [   0.183s] (  25/1486) api chatwoot::tests::test_platform_client_from_env_valid
        PASS [   6.515s] (  26/1486) api database::accounts::tests::test_admin_set_account_email_nonexistent
        PASS [   6.524s] (  27/1486) api database::accounts::tests::test_create_email_verification_token
        PASS [   6.547s] (  28/1486) api database::accounts::tests::test_admin_delete_account_with_oauth
        PASS [   6.381s] (  29/1486) api database::accounts::tests::test_create_oauth_account_duplicate_external_id
        PASS [   6.553s] (  30/1486) api database::accounts::tests::test_create_account
        PASS [   6.569s] (  31/1486) api database::accounts::tests::test_admin_set_account_email
        PASS [   6.608s] (  32/1486) api database::accounts::tests::test_add_account_key
        PASS [   6.597s] (  33/1486) api database::accounts::tests::test_check_nonce_exists
        PASS [   6.606s] (  34/1486) api database::accounts::tests::test_cannot_disable_last_key
        PASS [   6.606s] (  35/1486) api database::accounts::tests::test_create_email_verification_token_expires
        PASS [   6.640s] (  36/1486) api database::accounts::tests::test_admin_delete_account
        PASS [   6.639s] (  37/1486) api database::accounts::tests::test_admin_delete_account_with_offerings_and_profile
        PASS [   6.476s] (  38/1486) api database::accounts::tests::test_create_oauth_account
        PASS [   6.632s] (  39/1486) api database::accounts::tests::test_count_accounts
        PASS [   6.659s] (  40/1486) api database::accounts::tests::test_admin_set_account_email_clear
        PASS [   6.712s] (  41/1486) api database::accounts::tests::test_admin_delete_account_nonexistent
        PASS [   6.746s] (  42/1486) api database::accounts::tests::test_create_oauth_linked_account_duplicate_username
        PASS [   6.778s] (  43/1486) api database::accounts::tests::test_ensure_account_for_pubkey_handles_username_collision
        PASS [   6.865s] (  44/1486) api database::accounts::tests::test_create_oauth_linked_account
        PASS [   6.850s] (  45/1486) api database::accounts::tests::test_create_oauth_linked_account_transaction_rollback
        PASS [   6.794s] (  46/1486) api database::accounts::tests::test_ensure_account_for_pubkey_returns_existing
        PASS [   6.806s] (  47/1486) api database::accounts::tests::test_get_account_by_email
        PASS [   6.799s] (  48/1486) api database::accounts::tests::test_get_account_by_email_not_found
        PASS [   6.852s] (  49/1486) api database::accounts::tests::test_ensure_account_for_pubkey_creates_new_account
        PASS [   6.899s] (  50/1486) api database::accounts::tests::test_disabled_key_cannot_lookup_account
        PASS [   6.929s] (  51/1486) api database::accounts::tests::test_create_oauth_linked_account_queues_welcome_email
        PASS [   6.840s] (  52/1486) api database::accounts::tests::test_get_account_by_username
        PASS [   6.955s] (  53/1486) api database::accounts::tests::test_disable_account_key
        PASS [   6.917s] (  54/1486) api database::accounts::tests::test_get_account_with_keys_by_public_key_includes_email_and_verification_status
        PASS [   6.914s] (  55/1486) api database::accounts::tests::test_get_account_with_keys_by_public_key_includes_is_admin
        PASS [   6.905s] (  56/1486) api database::accounts::tests::test_get_account_with_keys_includes_email_and_verification_status
        PASS [   6.985s] (  57/1486) api database::accounts::tests::test_get_account_with_keys
        PASS [   7.570s] (  58/1486) api database::accounts::tests::test_get_oauth_account
        PASS [   7.702s] (  59/1486) api database::accounts::tests::test_get_account_with_keys_includes_is_admin
        PASS [   7.529s] (  60/1486) api database::accounts::tests::test_list_all_accounts_includes_admin_status
        PASS [   7.630s] (  61/1486) api database::accounts::tests::test_get_oauth_account_by_provider_and_external_id_not_found
        PASS [   7.598s] (  62/1486) api database::accounts::tests::test_list_admins
        PASS [   7.646s] (  63/1486) api database::accounts::tests::test_get_oauth_account_by_provider_and_external_id
        PASS [   7.646s] (  64/1486) api database::accounts::tests::test_get_oauth_account_not_found
        PASS [   7.525s] (  65/1486) api database::accounts::tests::test_max_keys_limit
        PASS [   7.489s] (  66/1486) api database::accounts::tests::test_oauth_account_with_keys_has_verified_email
        PASS [   7.678s] (  67/1486) api database::accounts::tests::test_is_admin_migration
        PASS [   7.507s] (  68/1486) api database::accounts::tests::test_oauth_linking_to_existing_account_sets_email_verified
        PASS [   7.550s] (  69/1486) api database::accounts::tests::test_oauth_account_creation_sets_email_verified
        PASS [   7.661s] (  70/1486) api database::accounts::tests::test_list_all_accounts
        PASS [   7.674s] (  71/1486) api database::accounts::tests::test_list_admins_empty
        PASS [   7.641s] (  72/1486) api database::accounts::tests::test_list_all_accounts_pagination
        PASS [   0.315s] (  73/1486) api database::agent_delegations::export_bindings_agentstatus
        PASS [   0.009s] (  74/1486) api database::agent_delegations::tests::test_permission_json
        PASS [   0.010s] (  75/1486) api database::agent_delegations::tests::test_permission_roundtrip
        PASS [   0.400s] (  76/1486) api database::agent_delegations::export_bindings_agentdelegation
        PASS [   0.133s] (  77/1486) api database::agent_pools::export_bindings_agentpool
        PASS [   0.168s] (  78/1486) api database::agent_pools::export_bindings_agentpoolwithstats
        PASS [   0.149s] (  79/1486) api database::agent_pools::export_bindings_setuptoken
        PASS [   8.756s] (  80/1486) api database::accounts::tests::test_get_latest_verification_token_time
        PASS [  11.816s] (  81/1486) api database::accounts::tests::test_set_admin_status_case_insensitive
        PASS [  13.195s] (  82/1486) api database::accounts::tests::test_oauth_session_key_can_lookup_account
        PASS [  13.224s] (  83/1486) api database::accounts::tests::test_resend_verification_rate_limit
        PASS [  13.087s] (  84/1486) api database::accounts::tests::test_verify_email_token_success
        PASS [  13.116s] (  85/1486) api database::accounts::tests::test_verify_email_token_already_used
        PASS [  13.291s] (  86/1486) api database::accounts::tests::test_signature_audit_cleanup
        PASS [  13.321s] (  87/1486) api database::accounts::tests::test_set_admin_status_nonexistent_account
        PASS [  13.349s] (  88/1486) api database::accounts::tests::test_set_admin_status_grant
        PASS [   0.029s] (  89/1486) api database::contracts::export_bindings_contract
